collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768939000,37.3958221550,-122.1029279017,58.96,138.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768940000,37.3958221550,-122.1029278983,58.96,139.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768941000,37.3958221567,-122.1029278933,58.96,140.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768942000,37.3958221567,-122.1029278900,58.96,141.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768943000,37.3958221583,-122.1029278850,58.96,142.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768944000,37.3958221583,-122.1029278817,58.96,143.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768945000,37.3958221583,-122.1029278767,58.96,144.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768945999,37.3958221600,-122.1029278733,58.96,145.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768946999,37.3958221600,-122.1029278683,58.96,146.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768948000,37.3958221600,-122.1029278633,58.96,147.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768949000,37.3958221617,-122.1029278600,58.96,148.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768950000,37.3958221633,-122.1029278550,58.96,149.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768951000,37.3958221667,-122.1029278517,58.97,150.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768952000,37.3958221683,-122.1029278450,58.96,151.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768953000,37.3958221683,-122.1029278400,58.96,152.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768954000,37.3958221700,-122.1029278350,58.96,153.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768955000,37.3958221700,-122.1029278317,58.96,154.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768956000,37.3958221700,-122.1029278267,58.96,155.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768957000,37.3958221717,-122.1029278233,58.96,156.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768958000,37.3958221717,-122.1029278183,58.96,157.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768959000,37.3958221733,-122.1029278133,58.96,158.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768960000,37.3958221733,-122.1029278083,58.96,159.00,1.20,0.00,0.00,118.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768961000,37.3958221733,-122.1029278050,58.96,160.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768962000,37.3958221750,-122.1029278000,58.96,161.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768963000,37.3958221750,-122.1029277950,58.96,162.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768964000,37.3958221750,-122.1029277917,58.96,163.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768965000,37.3958221767,-122.1029277867,58.96,164.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768966000,37.3958221767,-122.1029277817,58.96,165.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768967000,37.3958221767,-122.1029277767,58.96,166.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768968000,37.3958221783,-122.1029277717,58.96,167.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768969000,37.3958221783,-122.1029277683,58.96,168.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768970000,37.3958221783,-122.1029277633,58.96,169.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768971000,37.3958221800,-122.1029277583,58.96,170.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768972000,37.3958221800,-122.1029277533,58.96,171.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768973000,37.3958221817,-122.1029277483,58.96,172.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768974000,37.3958221817,-122.1029277433,58.96,173.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768975000,37.3958221817,-122.1029277383,58.96,174.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768976000,37.3958221833,-122.1029277333,58.96,175.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768977000,37.3958221833,-122.1029277283,58.96,176.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768978000,37.3958221833,-122.1029277233,58.96,177.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768979000,37.3958221850,-122.1029277183,58.96,178.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768980000,37.3958221850,-122.1029277133,58.96,179.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768981000,37.3958221867,-122.1029277083,58.96,180.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768982000,37.3958221867,-122.1029277033,58.96,181.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768983000,37.3958221867,-122.1029277083,58.97,182.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768984000,37.3958221883,-122.1029277467,58.97,183.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768985000,37.3958221900,-122.1029277433,58.97,184.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768986000,37.3958221900,-122.1029277400,58.97,185.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768987000,37.3958221917,-122.1029277383,58.97,186.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768988000,37.3958221917,-122.1029277400,58.97,187.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768989000,37.3958221917,-122.1029277367,58.97,188.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768990000,37.3958221883,-122.1029277117,58.97,189.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768991000,37.3958222167,-122.1029274750,58.97,190.00,1.20,0.00,0.00,118.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768992000,37.3958206733,-122.1029283083,58.97,191.00,1.20,0.00,0.72,116.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768993000,37.3958135383,-122.1029318850,58.98,192.00,2.10,0.00,1.80,106.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768994000,37.3957974550,-122.1029357717,59.01,193.00,5.90,0.00,2.83,96.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768995000,37.3957685750,-122.1029387000,59.06,194.00,5.90,0.00,3.76,95.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768996000,37.3957275617,-122.1029468583,59.16,195.00,6.00,0.00,4.73,104.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768997000,37.3956781733,-122.1029686517,59.20,196.00,8.80,0.00,5.97,115.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768998000,37.3956241500,-122.1030035417,59.31,197.00,19.80,0.00,7.05,118.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303768999000,37.3955660367,-122.1030443683,59.42,198.00,2.20,0.00,7.56,120.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769000000,37.3955066633,-122.1030881550,59.45,199.00,2.20,0.00,7.56,120.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769001000,37.3954511983,-122.1031270967,59.52,200.00,2.20,0.00,6.94,115.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769002000,37.3954030817,-122.1031488100,59.64,201.00,2.20,0.00,5.86,99.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769003000,37.3953657750,-122.1031472317,59.70,202.00,2.20,0.00,4.99,74.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769004000,37.3953376517,-122.1031265900,59.67,203.00,2.20,0.00,5.09,48.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769005000,37.3953118817,-122.1030822833,59.64,204.00,37.90,0.00,6.33,30.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769006000,37.3952841100,-122.1030134733,59.44,205.00,34.60,0.00,7.56,28.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769007000,37.3952501550,-122.1029317333,59.20,206.00,55.80,0.00,8.69,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769008000,37.3952103850,-122.1028390667,58.93,207.00,0.00,0.00,9.88,29.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769009000,37.3951658300,-122.1027368450,58.63,208.00,71.60,0.00,10.70,29.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769010000,37.3951190450,-122.1026289367,58.35,209.00,0.00,0.00,11.11,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769011000,37.3950714933,-122.1025182400,58.43,210.00,165.70,0.00,11.27,28.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769012000,37.3950243250,-122.1024071717,58.39,211.00,0.00,0.00,11.06,28.40
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769013000,37.3949776700,-122.1022986517,58.38,212.00,0.00,0.00,10.80,28.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769014000,37.3949321850,-122.1021942700,58.59,213.00,0.00,0.00,10.24,29.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769015000,37.3948900583,-122.1020991100,58.76,214.00,0.00,0.00,8.95,29.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769016000,37.3948572000,-122.1020223267,59.02,215.00,0.00,0.00,6.79,25.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769017000,37.3948404950,-122.1019669150,59.15,216.00,174.90,0.00,5.04,13.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769018000,37.3948376450,-122.1019238583,59.21,217.00,0.00,0.00,4.63,353.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769019000,37.3948482350,-122.1018869517,59.25,218.00,0.00,0.00,4.99,326.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769020000,37.3948767050,-122.1018527183,59.21,219.00,0.00,0.00,5.71,306.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769021000,37.3949217183,-122.1018175450,59.18,220.00,0.00,0.00,6.69,300.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769022000,37.3949781733,-122.1017790400,59.16,221.00,0.00,0.00,7.77,298.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769023000,37.3950425250,-122.1017368333,59.09,222.00,3.90,0.00,8.33,298.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769024000,37.3951085100,-122.1016933550,59.04,223.00,2.80,0.00,8.13,298.60
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769025000,37.3951713483,-122.1016510133,58.95,224.00,3.30,0.00,7.61,299.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769026000,37.3952289833,-122.1016104400,58.90,225.00,3.30,0.00,7.00,300.40
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769027000,37.3952780900,-122.1015740500,58.91,226.00,3.30,0.00,5.40,301.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769028000,37.3953143450,-122.1015462917,58.89,227.00,3.20,0.00,3.96,302.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769029000,37.3953397783,-122.1015264150,58.86,228.00,1.80,0.00,2.73,301.40
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769030000,37.3953562833,-122.1015142017,58.82,229.00,2.90,0.00,1.49,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769031000,37.3953622967,-122.1015098667,58.81,230.00,2.90,0.00,0.05,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769032000,37.3953622983,-122.1015100450,58.81,231.00,2.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769033000,37.3953623067,-122.1015100600,58.81,232.00,1.80,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769034000,37.3953623200,-122.1015100717,58.81,233.00,1.70,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769035000,37.3953623233,-122.1015100750,58.81,234.00,1.30,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769036000,37.3953623233,-122.1015100750,58.81,235.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769037000,37.3953623233,-122.1015100767,58.81,236.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769038000,37.3953623233,-122.1015100767,58.81,237.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769039000,37.3953623233,-122.1015100767,58.81,238.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769040000,37.3953623233,-122.1015100767,58.81,239.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769041000,37.3953623217,-122.1015100783,58.81,240.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769042000,37.3953623200,-122.1015100800,58.81,241.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769043000,37.3953623300,-122.1015100783,58.81,242.00,0.90,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769044000,37.3953624767,-122.1015099800,58.81,243.00,0.90,0.00,0.10,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769045000,37.3953656967,-122.1015076033,58.80,244.00,0.90,0.00,0.67,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769046000,37.3953710450,-122.1015035800,58.79,245.00,1.00,0.00,0.67,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769047000,37.3953751767,-122.1015004917,58.79,246.00,1.00,0.00,0.31,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769048000,37.3953758933,-122.1014999933,58.79,247.00,1.00,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769049000,37.3953759250,-122.1015000083,58.79,248.00,1.00,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769050000,37.3953759583,-122.1015000267,58.79,249.00,1.00,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769051000,37.3953760817,-122.1014999350,58.79,250.00,0.90,0.00,0.10,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769052000,37.3953780150,-122.1014984333,58.78,251.00,0.90,0.00,0.10,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769053000,37.3953779483,-122.1014983500,58.78,252.00,1.30,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769054000,37.3953778550,-122.1014982283,58.78,253.00,1.30,0.00,0.00,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769055000,37.3953777717,-122.1014981100,58.78,254.00,1.30,0.00,0.05,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769056000,37.3953776667,-122.1014979517,58.79,255.00,1.30,0.00,0.05,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769057000,37.3953775067,-122.1014976783,58.79,256.00,1.30,0.00,0.05,300.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769058000,37.3953775600,-122.1014965100,58.78,257.00,1.30,0.00,0.26,300.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769059000,37.3953865917,-122.1014881700,58.73,258.00,1.40,0.00,2.01,303.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769060000,37.3954087050,-122.1014624517,58.50,259.00,1.80,0.00,3.14,322.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769061000,37.3954258467,-122.1014107750,58.73,260.00,1.80,0.00,4.27,350.40
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769062000,37.3954213983,-122.1013371567,58.79,261.00,1.80,0.00,6.79,14.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769063000,37.3953962700,-122.1012491300,58.86,262.00,1.80,0.00,9.16,21.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769064000,37.3953598367,-122.1011437933,58.85,263.00,1.80,0.00,10.60,25.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769065000,37.3953133083,-122.1010290217,58.86,264.00,1.40,0.00,12.04,27.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769066000,37.3952596700,-122.1009023300,58.88,265.00,1.20,0.00,13.17,28.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769067000,37.3952006517,-122.1007680617,58.88,266.00,1.40,0.00,13.89,29.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769068000,37.3951378217,-122.1006275383,58.75,267.00,1.70,0.00,14.66,29.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769069000,37.3950725517,-122.1004804300,58.78,268.00,158.30,0.00,15.12,28.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769070000,37.3950062817,-122.1003302233,58.78,269.00,0.00,0.00,15.12,29.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769071000,37.3949403750,-122.1001826100,58.80,270.00,303.90,0.00,14.87,29.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769072000,37.3948765083,-122.1000372850,58.82,271.00,0.00,0.00,14.61,28.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769073000,37.3948147050,-122.0998941333,58.85,272.00,162.80,0.00,14.25,28.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769074000,37.3947546883,-122.0997542333,58.86,273.00,92.10,0.00,13.89,28.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769075000,37.3946961117,-122.0996174200,58.82,274.00,159.40,0.00,13.58,28.20
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769076000,37.3946387033,-122.0994838567,58.84,275.00,158.20,0.00,13.27,28.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769077000,37.3945823717,-122.0993538583,58.83,276.00,51.70,0.00,12.96,28.40
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769078000,37.3945278233,-122.0992269400,58.82,277.00,156.20,0.00,12.55,28.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769079000,37.3944744017,-122.0991042333,58.86,278.00,155.40,0.00,12.14,28.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769080000,37.3944229250,-122.0989863217,58.89,279.00,154.90,0.00,11.57,28.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769081000,37.3943751950,-122.0988760183,58.87,280.00,47.10,0.00,10.65,28.70
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769082000,37.3943309533,-122.0987747450,58.87,281.00,47.10,0.00,9.83,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769083000,37.3942898450,-122.0986809733,58.86,282.00,1.60,0.00,9.11,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769084000,37.3942514450,-122.0985938117,58.90,283.00,1.60,0.00,8.59,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769085000,37.3942147750,-122.0985102000,58.91,284.00,1.60,0.00,8.33,28.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769086000,37.3941781550,-122.0984268100,58.93,285.00,1.60,0.00,8.69,28.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769087000,37.3941391133,-122.0983371583,58.97,286.00,1.60,0.00,9.41,28.50
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769088000,37.3940972300,-122.0982402500,59.02,287.00,1.60,0.00,10.13,28.30
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769089000,37.3940520000,-122.0981367133,59.10,288.00,0.80,0.00,10.75,28.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769090000,37.3940022050,-122.0980267817,59.19,289.00,1.00,0.00,11.52,29.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769091000,37.3939476333,-122.0979109650,59.19,290.00,2.20,0.00,12.04,31.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769092000,37.3938890967,-122.0977922917,59.22,291.00,3.40,0.00,12.60,32.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769093000,37.3938260717,-122.0976687583,59.22,292.00,10.00,0.00,13.27,32.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769094000,37.3937587017,-122.0975413233,59.24,293.00,10.00,0.00,13.68,33.90
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769095000,37.3936880283,-122.0974127350,59.26,294.00,3.20,0.00,13.79,35.10
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769096000,37.3936139250,-122.0972855417,59.29,295.00,10.00,0.00,13.89,37.00
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769097000,37.3935359217,-122.0971603317,59.29,296.00,10.00,0.00,13.94,38.80
2021-04-29-US-MTV-1,SamsungS20Ultra,1303769098000,37.3934553950,-122.0970388900,59.34,297.00,10.00,0.00,13.89,40.10
